URI,Name,Prerequisites,Short Description,long_description,Books,Category
../ultimateCombat/ultimateCombatFeats.html#trapper's-setup,Trapper's Setup,Craft (traps) 5 ranks,Manually trigger traps to gain +2 on attack rolls and to DC,"You have an instinct for waiting until just the right moment to spring a hazard or trap.

Prerequisite: Craft (traps) 5 ranks.

Benefit: When you manually trigger a trap against opponents, that trap receives either a +2 circumstance bonus on melee attack rolls or a +2 circumstance bonus to its saving throw DC.",Ultimate Combat,Untyped
../advancedRaceGuide/uncommonRaces/vanaras.html#tree-hanger,Tree Hanger,"Acrobatics 1 rank, vanara",Gain a +2 bonus on your CMD against all trip attacks; make Acrobatics checks to hang from nearby protrusions,You can use your tail to defend against trip attacks and to hang from nearby protrusions.,Advanced Race Guide,Combat
../advancedRaceGuide/featuredRaces/undines.html#triton-portal,Triton Portal,"Character level 5th, hydraulic push spell-like ability, undine",Use racial hydraulic push ability to cast summon nature's ally III as a spell-like ability,"You can channel your inner magic to summon allies.

Prerequisites: Character level 5th, hydraulic push spell-like ability, undine.

Benefit:  Once per day, you may expend your racial hydraulic push ability to instead cast summon nature's ally III as a spell-like ability with a caster level equal to your character level. This use of the ability can only summon 1d3 Small water elementals, 1d4+1 dolphins, a shark, or an electric eel. Using this ability is a full-round action.",Advanced Race Guide,Untyped
../occultAdventures/feats.html#traumatic-spell,Traumatic Spell,—,Emotion or fear spell causes nightmares,"Creatures harmed by your spells relive their torments in nightly terrors.

Benefit: A traumatic spell causes lingering memories of pain and suffering in creatures harmed by it. When a creature fails a saving throw against a traumatic spell, the next time it sleeps it must succeed at a Will save with a DC equal to the original spell's DC or be affected as if by nightmare. Each time the target fails its save, it must save again the following night or be affected by another nightmare, though the save DC decreases by 2 each night after the first. This metamagic feat can be applied only to spells with the emotion or fear descriptor. A traumatic spell uses up a spell slot 2 levels higher than the spell's actual level.",Occult Adventures,Metamagic
../ultimateCampaign/characterBackground/storyFeats.html#true-love,True Love,"Find love; have Current Lover, For Love, or The Lover background",Add +1 to save DC and caster level to emotion spells and spell-like abilities; gain +2 bonus on Sense Motive,"You found love, only to have it denied by the cruelty of fate.

Prerequisite: You must have found love with a person you can't be with, have a current lover, or have the Current Lover, For Love, or The Lover background. Possible complications include distance, your love being with another, your feelings being unrequited, or your relationship being forbidden.

Benefit: You add 1 to the save DC and caster level of your spells and spell-like abilities with the emotion descriptor. In addition, you gain a +2 bonus on Sense Motive checks. If you have 10 or more ranks in Sense Motive, this bonus increases to +4.

Goal: Find a way to be with your true love (even if you can't formally wed).

Completion Benefit: The inspiration of knowing your love waits for your return gives you a +2 bonus on attack rolls, saving throws, and skill checks whenever you are below a quarter of your total hit points (not counting any temporary hit points). You lose this completion benefit if your relationship with your true love comes to an end for any reason, including death.

Special: At the GM's discretion, you can find true love with a person other than the one you designated when you chose this feat. In this case, the love you initially chose was wrong for you, but this became obvious only when you found the one truly meant for you.",Ultimate Campaign,Story
../coreRulebook/feats.html#turn-undead,Turn Undead,Channel positive energy class feature,Channel energy can be used to make undead flee,"Calling upon higher powers, you cause undead to flee from the might of your unleashed divine energy.

Prerequisites: Channel positive energy class feature.

Benefit: You can, as a standard action, use one of your uses of channel positive energy to cause all undead within 30 feet of you to flee, as if panicked. Undead receive a Will save to negate the effect. The DC for this Will save is equal to 10 + 1/2 your cleric level + your Charisma modifier. Undead that fail their save flee for 1 minute. Intelligent undead receive a new saving throw each round to end the effect. If you use channel energy in this way, it has no other effect (it does not heal or harm nearby creatures).",Core Rulebook,Untyped
../mythicAdventures/mythicFeats.html#turn-undead-mythic,Turn Undead - Mythic,Turn Undead,"Turning range increases by tier, and you can use Turn Undead to destroy undead","The power of your divine energy can not only cause undead to flee but also destroy them where they stand.

Prerequisites: Turn Undead.

Benefit: When you use Turn Undead, the range increases by 10 feet per tier, and non-mythic undead take a penalty on their saving throws equal to your tier.

You can expend one use of mythic power when using Turn Undead to destroy undead. Instead of fleeing, undead that fail their saves might be destroyed. You destroy 2d4 Hit Dice worth of undead per tier. Undead with the fewest HD are affected first; among undead with equal HD, those that are closest to the burst's point of origin are affected first. No undead of 9 or more HD can be affected, and HD that aren't sufficient to affect an undead are wasted.",Mythic Adventures,Mythic
../advancedClassGuide/feats.html#twinned-feint,Twinned Feint,Cha 13,"After succeeding at a feint, you can attempt a feint against a second target","You can fool two opponents with a single feint.

Prerequisite: Cha 13.

Benefit: As a standard action, you can attempt to feint against a foe within your reach. If you succeed at the feint, you can make an additional feint attempt against a foe that is adjacent to the first one and also within reach. You can attempt only one additional feint per action with this feat. When you use this feat, you take a –2 penalty to your AC until your next turn.

Special: If you have the Improved Feint feat, you can use this feat as a move action instead.",Advanced Class Guide,Combat
../advancedClassGuide/feats.html#twist-away,Twist Away,Evasion,Use Reflex in place of Fortitude as an immediate action,"Your quick reflexes and dexterous movements make up for your lack of stamina.

Prerequisite: Evasion.

Benefit: While you are wearing light armor or no armor, if you are forced to attempt a Fortitude saving throw, you can use an immediate action to instead attempt a Reflex saving throw (at the same DC). If you succeed at this saving throw and the attack has a reduced effect on a successful save, you avoid the effect entirely. Whether the saving throw is successful or not, you are staggered until the end of your next turn. If you are prevented from becoming staggered, you can't use Twist Away , nor can you ignore the staggered condition from Twist Away or remove it early.",Advanced Class Guide,Untyped
../unchained/gameplay/woundLevels.html#twist-the-knife,Twist the Knife,—,"Gain a +1 bonus on attack and damage rolls against grazed, wounded, or critical enemies","You're especially dangerous against enemies who are suffering from injuries.

Benefit: You gain a +1 bonus on attack and damage rolls against grazed, wounded, or critical enemies.",Pathfinder Unchained,Combat
